Branch,Staff,Operating_Cost,Deposits_2016,Deposit_Growth,Avg_Deposits,Latitude,Longitude
Ukiah Branch,0.010935199999999999,1093.52,54676,15528058.0,44984.71428571428,39.14573,-123.20687
Willits Branch,0.0096368,963.6800000000001,48184,15527586.0,38815.0,39.40982,-123.35416
Yreka Branch,0.0076748,767.48,38374,15525378.0,35092.71428571428,41.72561,-122.63855
241 W Main Branch,0.0290646,2906.46,145323,15535009.0,127574.85714285714,37.51713,-120.87914
East F Street Branch,0.020135999999999998,2013.6000000000001,100680,15531659.0,87637.71428571429,37.76652,-120.84732
Florin West Branch,0.0204098,2040.98,102049,15533662.0,89282.28571428571,38.49567,-121.50857
Sacramento Broadway Branch,0.021310199999999998,2131.02,106551,15540157.0,80258.57142857143,38.56137,-121.49151
Century Center Branch,0.024180999999999998,2418.1,120905,15538188.0,94907.42857142857,37.67153,-120.94766
Manteca Branch,0.0162474,1624.74,81237,15528829.0,70933.0,37.79913,-121.21745
Highland and Sterling Branch,0.011554799999999999,1155.48,57774,15531256.0,46583.71428571428,34.13593,-117.2427
985 E Vista Way Branch,0.022782399999999998,2278.2400000000002,113912,15540774.0,93341.14285714286,33.21191,-117.22953
82-462 Highway 111 Branch,0.0134556,1345.56,67278,15530883.0,57711.57142857143,33.71491,-116.22572
West Torrance Branch,0.0333694,3336.94,166847,15546510.0,127544.28571428571,33.85823,-118.3617
Banning Branch,0.0112436,1124.3600000000001,56218,15526636.0,55540.42857142857,33.92542,-116.88892
Cook St Branch,0.0143512,1435.1200000000001,71756,15532684.0,61349.142857142855,34.94941,-120.43594
Seal Beach Pch Branch,0.0321252,3212.52,160626,15538375.0,126256.57142857143,33.7447,-118.10297
Laguna Hills Branch,0.048060399999999996,4806.04,240302,15549278.0,193101.7142857143,33.61273,-117.71343
Laurel Canyon Branch,0.0254956,2549.56,127478,15537922.0,100102.57142857143,34.22175,-118.39658
Katella Branch,0.049233,4923.3,246165,15561706.0,189321.85714285713,33.81027,-117.83576
Boyle Heights Branch,0.0115616,1156.16,57808,15532260.0,45459.0,34.04414,-118.21075
551 Newport Center Drive Branch,0.09555,9555.0,477750,15593937.0,343372.0,33.61675,-117.87246
Tustin Branch,0.0746968,7469.68,373484,15578216.0,262004.85714285713,33.74579,-117.81693
Lakewood Branch,0.0421548,4215.4800000000005,210774,15549525.0,178154.14285714287,33.85011,-118.14264
Calimesa Branch,0.018712,1871.2,93560,15536234.0,76964.85714285714,33.99479,-117.05775
Van Nuys Branch,0.0279342,2793.42,139671,15536994.0,119719.14285714286,34.185,-118.44875
Canoga Park Branch,0.020114399999999998,2011.44,100572,15531196.0,84389.57142857143,34.20102,-118.60467
402 South Brand Blvd Branch,0.023264399999999998,2326.44,116322,15537014.0,98321.71428571429,34.28031,-118.44144
University Northridge Branch,0.0270456,2704.56,135228,15543109.0,104093.0,34.23512,-118.53609
23402 W Lyons Ave Branch,0.0209812,2098.12,104906,15539641.0,81969.28571428571,34.3796,-118.54258
Bishop Branch,0.0162856,1628.56,81428,15528509.0,70717.85714285714,37.36402,-118.39524
Balboa Branch,0.031890999999999996,3189.1,159455,15540977.0,121052.14285714286,34.27314,-118.50213
East Palmdale Blvd Branch,0.0211148,2111.48,105574,15532943.0,92923.57142857143,34.57974,-118.09768
Oakhurst Branch,0.015209799999999999,1520.98,76049,15529910.0,67073.57142857143,37.33142,-119.65616
888 West 7th Street Branch,0.865702,86570.2,4328510,15943543.0,2327898.4285714286,34.04904,-118.26028
San Carlos Branch,0.0479632,4796.32,239816,15581473.0,161331.14285714287,37.50314,-122.25716
First Street Burbank Branch,0.0266324,2663.2400000000002,133162,15541525.0,101699.28571428571,34.1799,-118.31026
Alameda South Shore Branch,0.0593716,5937.16,296858,15555435.0,236569.14285714287,37.75807,-122.24927
Shattuck Branch,0.0582414,5824.14,291207,15558234.0,212973.7142857143,37.87026,-122.2681
Dimond Branch,0.0154808,1548.08,77404,15528102.0,66264.14285714286,37.79989,-122.2163
Oakland 20th St Branch,0.0169136,1691.3600000000001,84568,15526800.0,74375.85714285714,37.80848,-122.26605
Sacramento 21st Street Branch,0.0393668,3936.6800000000003,196834,15634814.0,88482.14285714286,38.57301,-121.4801
Sacramento Southgate Branch,0.0212724,2127.2400000000002,106362,15531585.0,88172.14285714286,38.49601,-121.45208
El Camino Real and Los Padres Branch,0.0596204,5962.04,298102,15559107.0,228712.57142857142,37.35228,-121.96224
El Camino and Butano Branch,0.026341,2634.1,131705,15536399.0,122085.85714285714,38.61042,-121.37887
Millbrae Branch,0.054431799999999995,5443.18,272159,15555548.0,199112.0,37.59895,-122.38773
Chorro Branch,0.039423599999999996,3942.36,197118,15543556.0,172727.2857142857,35.27883,-120.66201
Hancock Park Branch,0.0298766,2987.66,149383,15551480.0,103920.14285714286,34.06181,-118.32254
Crenshaw Branch,0.0303248,3032.48,151624,15532143.0,134249.85714285713,34.0034,-118.33174
Hollywood West Branch,0.0491586,4915.86,245793,15549800.0,189499.42857142858,34.09793,-118.367
Mission Hills Branch,0.023757,2375.7000000000003,118785,15536173.0,95231.71428571429,34.25811,-118.46725
Lincoln Blvd Branch,0.041536,4153.6,207680,15520904.0,139616.14285714287,33.99767,-118.46026
Fairfax Branch,0.0389198,3891.98,194599,15540748.0,167413.14285714287,34.07651,-118.36143
Bellflower Branch,0.03301,3301.0,165050,15538912.0,137747.7142857143,33.88189,-118.12526
Topanga Canyon Branch,0.047560399999999996,4756.04,237802,15542934.0,205431.42857142858,34.19044,-118.60597
Ocean Boulevard Branch,0.0255068,2550.68,127534,15536926.0,106030.28571428571,33.76667,-118.18709
Tarzana Branch,0.06913079999999999,6913.08,345654,15562477.0,263626.5714285714,34.17076,-118.54094
Fourth Street Santa Rosa Branch,0.021279,2127.9,106395,15536979.0,88375.0,38.44246,-122.70961
Sonoma Branch,0.020939799999999998,2093.98,104699,15532558.0,83366.85714285714,38.29192,-122.45797
Hamilton Avenue Branch,0.0570848,5708.4800000000005,285424,15561593.0,186603.14285714287,37.44537,-122.16007
Rockridge Branch,0.0539604,5396.04,269802,15564810.0,190426.85714285713,37.83462,-122.25214
State Street Branch,0.048908799999999995,4890.88,244544,15539882.0,183174.2857142857,34.42448,-119.70589
Taft Branch,0.0067117999999999995,671.1800000000001,33559,15527243.0,29400.571428571428,35.14215,-119.45644
Glendale Ave Branch,0.0564202,5642.02,282101,15557205.0,223351.57142857142,34.15327,-118.24383
Long Beach Plaza Branch,0.047977,4797.7,239885,15538214.0,214061.2857142857,33.81042,-118.10902
Palm Springs Branch,0.0337322,3373.2200000000003,168661,15526941.0,158905.85714285713,33.81625,-116.54677
Mission Valley Branch,0.038270399999999996,3827.04,191352,15547875.0,143791.0,32.76865,-117.15397
Belmont Shore Branch,0.050851799999999996,5085.18,254259,15562299.0,186210.14285714287,33.7602,-118.13487
North Hollywood Branch,0.0290244,2902.44,145122,15539797.0,115876.71428571429,34.18698,-118.39647
Malibu Branch,0.0341256,3412.56,170628,15538603.0,122289.57142857143,34.02072,-118.80945
California Street Branch,0.0424902,4249.02,212451,15543155.0,173352.2857142857,37.79301,-122.40116
Pacific View Mall Branch,0.0264748,2647.48,132374,15543175.0,102883.42857142857,34.27298,-119.24797
Clairemont Branch,0.0396828,3968.28,198414,15549856.0,155509.57142857142,32.82016,-117.17832
Pacific Ave and Benjamin Holt Ave Branch,0.023166799999999998,2316.68,115834,15536833.0,94438.57142857143,38.01045,-121.32048
Los Osos Branch,0.0143456,1434.56,71728,15517767.0,66242.28571428571,35.31102,-120.83148
Fashion Park Branch,0.0891998,8919.98,445999,15596743.0,288720.5714285714,34.13148,-118.05555
Midway Drive Branch,0.019527799999999998,1952.78,97639,15532092.0,79761.85714285714,32.75313,-117.21675
San Rafael Branch,0.039689999999999996,3969.0,198450,15536561.0,159382.42857142858,37.9989,-122.53616
West Manchester Avenue Branch,0.013946199999999999,1394.6200000000001,69731,15529404.0,60660.42857142857,33.96001,-118.29297
Diamond Bar Branch,0.0550456,5504.56,275228,15550888.0,212729.7142857143,34.00309,-117.80984
Gellert Blvd Branch,0.0291568,2915.68,145784,15544705.0,108882.71428571429,37.66723,-122.46877
Hemet Plaza Branch,0.024803,2480.3,124015,15531293.0,117320.85714285714,33.74764,-116.95249
Mchenry Avenue Branch,0.0220326,2203.26,110163,15529375.0,100705.14285714286,37.67897,-120.99416
Riverside Ave Branch,0.034508,3450.8,172540,15539907.0,161113.0,33.95555,-117.38803
Ming Ave Branch,0.018724599999999997,1872.46,93623,15528739.0,84823.85714285714,35.33946,-119.04725
Paseo Padre Branch,0.1021286,10212.86,510643,15576310.0,399978.4285714286,37.55209,-121.9785
Century City Branch,0.0263012,2630.12,131506,15535920.0,107970.85714285714,34.06013,-118.41354
East Thousand Oaks Blvd Branch,0.055104999999999994,5510.5,275525,15563160.0,183555.42857142858,34.16192,-118.82487
Brea Branch,0.039057,3905.7000000000003,195285,15556947.0,142270.2857142857,33.91278,-117.88604
Bayfair Branch,0.031543,3154.3,157715,15540062.0,138791.2857142857,37.70251,-122.12715
Ygnacio Valley Branch,0.0281182,2811.82,140591,15539506.0,112584.85714285714,37.95036,-121.95961
Mcbean Parkway Branch,0.035614799999999995,3561.48,178074,15550203.0,141225.14285714287,34.40255,-118.55143
Solana Beach Branch,0.0178162,1781.6200000000001,89081,15537849.0,65071.28571428572,32.99609,-117.26039
Arizona Ave and 4th Street Branch,0.077911,7791.1,389555,15566574.0,279163.85714285716,34.01705,-118.49589
Mission Viejo Branch,0.0259666,2596.66,129833,15542227.0,105824.42857142857,33.63323,-117.64602
Westwood Village Branch,0.0483524,4835.24,241762,15573522.0,164397.57142857142,34.05877,-118.44396
Delta Fair Blvd Branch,0.0121636,1216.3600000000001,60818,15531362.0,49216.142857142855,38.00242,-121.8393
Concord Downtown Branch,0.015636999999999998,1563.7,78185,15531786.0,60720.71428571428,37.97732,-122.03502
Walnut Ave Branch,0.043114599999999996,4311.46,215573,15582927.0,138688.2857142857,33.68954,-117.77118
Santa Cruz Ave Branch,0.045281999999999996,4528.2,226410,15546615.0,185804.42857142858,37.45241,-122.18396
De Anza Blvd Branch,0.0824394,8243.94,412197,15582359.0,303349.5714285714,37.31965,-122.03219
Los Altos Branch,0.0632066,6320.66,316033,15547202.0,247727.2857142857,37.37892,-122.11555
Main Street Salinas Branch,0.0484268,4842.68,242134,15569601.0,183469.42857142858,36.67163,-121.65462
Saratoga Ave Branch,0.0682618,6826.18,341309,15551091.0,259391.7142857143,37.29113,-121.99284
Watsonville Branch,0.0256236,2562.36,128118,15536456.0,106358.57142857143,36.91369,-121.76021
Dublin Blvd Branch,0.030291799999999997,3029.18,151459,15545752.0,113699.42857142857,37.70403,-121.92946
Castro Valley Branch,0.055568799999999995,5556.88,277844,15550751.0,218202.0,37.69547,-122.07579
Mountain Blvd Branch,0.0354316,3543.16,177158,15546116.0,140312.7142857143,37.82653,-122.20938
Morgan Hill Branch,0.037683799999999996,3768.38,188419,15544547.0,142782.14285714287,37.13032,-121.65454
Burlingame Chapin Branch,0.038673599999999995,3867.36,193368,15543492.0,149678.57142857142,37.57794,-122.35027
Vintage Way Branch,0.02341,2341.0,117050,15535743.0,87528.28571428571,38.08657,-122.55225
Country Club Gate Center Branch,0.014985799999999999,1498.58,74929,15532317.0,59233.71428571428,36.60817,-121.92472
Middlefield Road Branch,0.072324,7232.400000000001,361620,15592788.0,227066.2857142857,37.43254,-122.12794
Petaluma Branch,0.0206052,2060.52,103026,15535668.0,75909.85714285714,38.23371,-122.64113
East Alisal Branch,0.0160052,1600.52,80026,15533168.0,62437.0,36.67314,-121.63044
Corte Madera Branch,0.0500882,5008.82,250441,15554790.0,180348.14285714287,37.92624,-122.51805
Hollister Branch,0.0215436,2154.36,107718,15534962.0,80446.57142857143,36.83945,-121.39365
Harden Plaza Branch,0.0321264,3212.64,160632,15540024.0,130498.14285714286,36.71296,-121.65437
Carmel Rancho Branch,0.0221282,2212.82,110641,15561121.0,75323.85714285714,36.54053,-121.90504
Danville Branch,0.048715999999999995,4871.6,243580,15546127.0,202941.0,37.81421,-121.98874
El Camino Real and Walnut Branch,0.0108392,1083.92,54196,15529952.0,44816.857142857145,36.327,-121.24852
King City Branch,0.01283,1283.0,64150,15530288.0,56324.0,36.21136,-121.12916
Montgomery Village Branch,0.022084799999999998,2208.48,110424,15524737.0,91789.42857142857,38.44448,-122.6876
Pleasant Hill Branch,0.0291202,2912.02,145601,15547228.0,108922.71428571429,37.94977,-122.06009
Rohnert Park Branch,0.0232868,2328.68,116434,15549083.0,87856.0,38.34832,-122.7095
Arroyo Grande Branch,0.0317686,3176.86,158843,15539958.0,130946.28571428571,35.1207,-120.60128
Carmichael Branch,0.0161782,1617.82,80891,15524463.0,66951.28571428571,38.62625,-121.32828
Fourth and Hope Branch,0.0243524,2435.2400000000002,121762,15536488.0,93390.0,34.05191,-118.25399
Palm Desert Branch,0.038048399999999996,3804.84,190242,15536150.0,170894.2857142857,33.7217,-116.39608
Canyon Country Branch,0.0312488,3124.88,156244,15545184.0,116963.42857142857,34.42671,-118.42561
Chico Broadway Branch,0.021239599999999997,2123.96,106198,15531044.0,86200.42857142857,39.72957,-121.84111
Clovis Branch,0.016758,1675.8,83790,15530057.0,69044.42857142857,36.80847,-119.68155
Culver City Branch,0.060939999999999994,6094.0,304700,15565343.0,224248.57142857142,34.02199,-118.39697
Desert Hot Springs Branch,0.0087572,875.72,43786,15526798.0,40297.857142857145,33.95372,-116.50131
Sepulveda and Mariposa Branch,0.020181599999999997,2018.16,100908,15537365.0,81094.14285714286,33.92326,-118.39617
First St Branch,0.0171458,1714.58,85729,15525576.0,71190.42857142857,36.83987,-119.77292
Shaw Branch,0.0213518,2135.18,106759,15538050.0,94012.28571428571,36.80841,-119.81675
North Blackstone Branch,0.008541,854.1,42705,15528278.0,37036.71428571428,36.78471,-119.79064
Hacienda Heights Branch,0.1129124,11291.24,564562,15666557.0,299564.14285714284,33.99069,-117.93349
South Torrance Financial Ctr Branch,0.0311398,3113.98,155699,15543889.0,121310.14285714286,33.80869,-118.34832
Bixby Knolls Branch,0.0363514,3635.14,181757,15550952.0,130257.42857142857,33.82935,-118.18507
East Los Angeles Branch,0.0276082,2760.82,138041,15534822.0,120578.85714285714,34.02006,-118.15569
Marysville East St Branch,0.0212206,2122.06,106103,15537335.0,85622.57142857143,39.14321,-121.59105
National City Branch,0.0177984,1779.8400000000001,88992,15529432.0,75030.57142857143,32.67712,-117.09551
Mission Ave Branch,0.021666599999999998,2166.66,108333,15537875.0,93606.71428571429,33.22473,-117.33235
Paramount Branch,0.0218324,2183.2400000000002,109162,15533418.0,89025.57142857143,33.89321,-118.16017
Rancho Cucamonga Branch,0.0341524,3415.2400000000002,170762,15543828.0,134857.0,34.13262,-117.61511
Reedley Branch,0.012109,1210.9,60545,15527308.0,46660.142857142855,36.59739,-119.45183
Plaza D Street Branch,0.0158394,1583.94,79197,15527373.0,69260.14285714286,34.10512,-117.29188
North Park Branch,0.024330599999999997,2433.06,121653,15523289.0,102821.71428571429,32.74906,-117.13016
Ocean Beach Branch,0.023104,2310.4,115520,15532279.0,92751.42857142857,32.74451,-117.24778
Scripps Ranch Branch,0.028529799999999998,2852.98,142649,15542540.0,109936.71428571429,32.90297,-117.09852
Chestnut Street Branch,0.032015,3201.5,160075,15533018.0,124979.42857142857,37.80047,-122.43892
Tulare Branch,0.014100199999999998,1410.02,70501,15531522.0,57580.857142857145,36.22544,-119.33165
Chinatown Grant Branch,0.056936999999999995,5693.7,284685,15556133.0,228249.85714285713,37.79651,-122.40676
Esplanade Branch,0.0147388,1473.88,73694,15531028.0,56259.71428571428,34.23421,-119.17921
Parkway Branch,0.0626504,6265.04,313252,15592482.0,205136.2857142857,34.15564,-118.64404
Lake Worth Lake Ave Branch,0.013225599999999999,1322.56,66128,15529655.0,55059.71428571428,26.61573,-80.05074
Federal Branch,0.0111676,1116.76,55838,15530058.0,46455.57142857143,26.52006,-80.05817
Lantana Downtown Branch,0.0138334,1383.34,69167,15532743.0,56320.857142857145,26.58717,-80.06594
Pga Blvd Branch,0.0294474,2944.7400000000002,147237,15544703.0,103064.42857142857,26.84467,-80.07574
Lake Worth Road Branch,0.015596599999999999,1559.66,77983,15530494.0,66156.14285714286,26.61912,-80.14526
Lake Worth Main Branch,0.0177652,1776.52,88826,15530795.0,78329.71428571429,26.62831,-80.08164
Polo Branch,0.0096382,963.82,48191,15527473.0,40015.0,26.66377,-80.11249
4470 Northlake Boulevard Branch,0.020543799999999997,2054.38,102719,15539877.0,78439.85714285714,26.8088,-80.10585
Entrada Branch,0.0086388,863.88,43194,15528257.0,36769.0,27.32567,-80.32055
Jupiter Branch,0.027719599999999997,2771.96,138598,15546139.0,87283.85714285714,26.95956,-80.08465
Plantation Branch,0.046314999999999995,4631.5,231575,15545384.0,178234.57142857142,26.11711,-80.26287
Boynton Beach Mall Branch,0.0191262,1912.6200000000001,95631,15530847.0,78135.85714285714,26.53332,-80.09068
Pacific Palasades Branch,0.0438564,4385.64,219282,15533652.0,174739.7142857143,34.0463,-118.52449
Okeechobee Branch,0.013554,1355.4,67770,15527581.0,57535.42857142857,26.70804,-80.14773
Vero Beach 12 Street Branch,0.0183744,1837.44,91872,15533228.0,75066.42857142857,27.62362,-80.38929
Stuart Monterrey Branch,0.0195118,1951.18,97559,15528730.0,80323.85714285714,27.17813,-80.23714
Weston Road Branch,0.03863,3863.0,193150,15512344.0,161116.0,26.10694,-80.36316
Deerfield Military Branch,0.0211196,2111.96,105598,15528762.0,82304.14285714286,26.30377,-80.12999
Terra Nova Branch,0.020127,2012.7,100635,15530826.0,89238.71428571429,32.64122,-117.05069
Rancho Penasquitos Branch,0.0354022,3540.2200000000003,177011,15540539.0,129558.85714285714,32.95894,-117.12657
West Kendall Branch,0.019225,1922.5,96125,15531731.0,75457.42857142857,25.62631,-80.41625
Pompano Beach Branch,0.0182656,1826.56,91328,15527022.0,71510.28571428571,26.2319,-80.09994
Florida Mall Branch,0.015177999999999999,1517.8,75890,15527434.0,62267.857142857145,28.45015,-81.40387
Oviedo Branch,0.020536799999999997,2053.68,102684,15536090.0,73295.57142857143,28.64933,-81.20647
Country Club Hialeah Branch,0.021905599999999997,2190.56,109528,15526642.0,95209.42857142857,25.94186,-80.30682
Pinecrest Branch,0.0449122,4491.22,224561,15544441.0,165676.14285714287,25.67471,-80.31965
Seventh Ave and 58st Branch,0.009981799999999999,998.1800000000001,49909,15525764.0,49679.57142857143,25.82892,-80.20834
Tamiami Branch,0.014813,1481.3,74065,15527071.0,71099.28571428571,25.76552,-80.22684
